TRDTYPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,MONTH,YEAR
50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,30232.0,50000.0,50000.0
1.39536,56.36652,4.76154,1506.138,1293410.9643,719732.46596,18975.96618,1.31972744112199,6.60464,2020.0
0.4889327678781922,28.05555498244345,1.1130955071475945,379.7063977535405,19954077.49111193,26879742.07001225,596351.0713067687,0.4663786006849298,0.48893276787819206,0.0
1.0,1.0,1.0,1220.0,10.0,0.0,0.0,1.0,6.0,2020.0
1.0,33.0,5.0,1220.0,11541.75,0.0,0.0,1.0,6.0,2020.0
1.0,59.0,5.0,1220.0,51279.0,0.0,300.0,1.0,7.0,2020.0
2.0,84.0,5.0,2010.0,263712.5,4675.0,2431.0,2.0,7.0,2020.0
2.0,99.0,9.0,2010.0,2195267084.0,4861130361.0,112536439.0,2.0,7.0,2020.0
40595.0,40595.0,40595.0,40595.0,40595.0,40595.0,40595.0,18691.0,40595.0,40595.0
1.5395738391427516,56.25604138440695,4.736199039290553,1483.53442542185,1710383.3608079813,1130199.8376893706,25419.81093730755,1.324487721363223,7.0,2020.0
0.498437590097081,27.907019049332337,1.1416410232807017,372.4851949966736,25421899.14518403,36132415.46570182,793947.4663724203,0.46819565141150643,0.0,0.0
1.0,1.0,1.0,1220.0,40.0,0.0,0.0,1.0,7.0,2020.0
1.0,33.0,5.0,1220.0,12246.5,0.0,4.0,1.0,7.0,2020.0
2.0,59.0,5.0,1220.0,57896.0,104.0,450.0,1.0,7.0,2020.0
2.0,84.0,5.0,2010.0,334023.0,22271.0,3196.0,2.0,7.0,2020.0
2.0,99.0,9.0,2010.0,2661210148.0,5691887281.0,137907407.0,2.0,7.0,2020.0
